20
1239
0 20
46.8278 64.5143 11
44.7347 64.4178 12
42.4925 64.5101 13
40.2043 64.5794 14
38.2689 64.4979 15
36.4439 64.2534 16
35.0172 63.8655 17
34.208 63.1011 18
33.6442 62.5521 19
0 16
44 72 4
42.0649 72.117 5
39.9491 71.6275 6
37.4668 71.1532 7
34.6425 70.2663 8
31.6424 69.4001 9
28.9625 68.5944 10
26.8782 68.4884 11
24.7853 68.3819 12
22.5892 68.4327 13
20.3773 68.442 14
18.4513 68.3671 15
16.703 68.1599 16
15.3489 67.818 17
14.6414 67.0495 18
14.1046 66.5125 19
0 16
48 72 4
46.0688 72.1316 5
43.9538 71.6182 6
41.4651 71.1196 7
38.6272 70.2234 8
35.6258 69.3582 9
32.9254 68.543 10
30.8404 68.4389 11
28.7494 68.3347 12
26.5447 68.3921 13
24.3247 68.4075 14
22.3984 68.3315 15
20.6381 68.1137 16
19.2663 67.7586 17
18.5437 66.991 18
17.9949 66.451 19
0 16
52 72 4
50.0796 72.1631 5
47.9674 71.6285 6
45.4725 71.1156 7
42.6192 70.2093 8
39.6165 69.3457 9
36.9021 68.5262 10
34.817 68.4238 11
32.7269 68.3215 12
30.5144 68.3861 13
28.2783 68.4199 14
26.3508 68.3421 15
24.5783 68.1162 16
23.1887 67.7471 17
22.4478 66.9782 18
21.8935 66.4367 19
0 16
164 72 4
161.951 72.094 5
159.581 71.5462 6
156.917 71.0521 7
153.941 70.2377 8
150.819 69.5229 9
147.91 68.7833 10
145.662 68.5295 11
143.333 68.1885 12
140.933 68.109 13
138.411 67.9592 14
136.27 67.6475 15
134.209 67.2222 16
132.449 66.9838 17
131.345 66.3338 18
130.435 65.933 19
0 16
36 76 4
34.0656 76.102 5
31.9586 75.6307 6
29.4973 75.181 7
26.7022 74.2992 8
23.7026 73.4261 9
21.0598 72.6213 10
18.9791 72.5103 11
16.8798 72.4004 12
14.7038 72.4374 13
12.5147 72.445 14
10.5876 72.3741 15
8.88614 72.2078 16
7.58124 71.8678 17
6.90449 71.0557 18
6.40369 70.5171 19
0 16
40 76 4
38.0662 76.1115 5
35.9569 75.6273 6
33.4897 75.1562 7
30.6814 74.269 8
27.6806 73.3976 9
25.0281 72.587 10
22.9454 72.4771 11
20.8486 72.3695 12
18.6609 72.4179 13
16.4589 72.4275 14
14.5319 72.3551 15
12.8068 72.1613 16
11.4753 71.8109 17
10.7842 71.0061 18
10.264 70.4637 19
0 16
44 76 4
42.0694 76.1196 5
39.9609 75.6157 6
37.4849 75.1232 7
34.6655 74.2313 8
31.664 73.3627 9
28.9955 72.5433 10
26.9119 72.4341 11
24.8166 72.3275 12
22.6206 72.3838 13
20.4095 72.3967 14
18.4829 72.3223 15
16.7386 72.1081 16
15.3789 71.745 17
14.6757 70.9529 18
14.1398 70.4077 19
0 16
48 76 4
46.0847 76.1635 5
43.9758 75.6482 6
41.4876 75.1296 7
38.6528 74.2236 8
35.6509 73.3564 9
32.9601 72.5236 10
30.8763 72.4173 11
28.7834 72.3161 12
26.5809 72.3778 13
24.3597 72.4029 14
22.4328 72.3279 15
20.6741 72.1029 16
19.2957 71.7287 17
18.5781 70.9375 18
18.0316 70.3897 19
1 16
108 76 4
109.024 77.8885 5
108.688 76.506 6
107.775 73.0178 7
106.476 68.6698 8
104.713 64.8894 9
102.722 62.5231 10
100.819 62.2799 11
98.1907 63.5275 12
94.8019 66.0312 13
90.9571 68.1527 14
87.5952 68.2405 15
84.5124 67.3771 16
82.5583 65.9379 17
81.6025 63.9655 18
81.2019 62.1883 19
1 16
112 76 4
113.224 77.7453 5
112.906 76.4206 6
111.987 72.9086 7
110.675 68.522 8
108.935 64.7223 9
106.903 62.3387 10
104.927 62.0346 11
102.307 63.2182 12
98.9028 65.6446 13
95.0541 67.7523 14
91.7133 67.7239 15
88.6731 66.7859 16
86.7155 65.3517 17
85.7606 63.3968 18
85.3421 61.6484 19
0 4
140 76 4
137.959 76.105 5
135.662 75.5424 6
133.08 74.8943 7
0 16
164 76 4
161.948 76.0887 5
159.581 75.5347 6
156.902 75.0033 7
153.927 74.1857 8
150.806 73.4685 9
147.901 72.7259 10
145.65 72.4666 11
143.32 72.1187 12
140.921 72.0375 13
138.399 71.8828 14
136.243 71.5614 15
134.193 71.1151 16
132.434 70.8591 17
131.334 70.193 18
130.419 69.7734 19
0 16
36 80 4
34.0676 80.1058 5
31.9656 79.6299 6
29.508 79.1644 7
26.7205 78.2751 8
23.7201 77.3969 9
21.0838 76.5827 10
19.0038 76.4683 11
16.9014 76.3599 12
14.7248 76.4026 13
12.5324 76.4182 14
10.6051 76.3481 15
8.90435 76.1792 16
7.59055 75.8202 17
6.91051 74.9973 18
6.42231 74.4462 19
0 16
44 80 4
42.0686 80.1823 5
39.9667 79.6748 6
37.4888 79.1537 7
34.677 78.2478 8
31.675 77.3771 9
29.02 76.54 10
26.9372 76.4286 11
24.8385 76.3273 12
22.6412 76.3858 13
20.4288 76.4093 14
18.5022 76.3357 15
16.755 76.1125 16
15.3923 75.7333 17
14.6897 74.9186 18
14.158 74.3633 19
0 16
32 84 4
30.073 84.101 5
27.978 83.6334 6
25.5348 83.1671 7
22.7696 82.2763 8
19.7728 81.3884 9
17.1489 80.5679 10
15.0699 80.4497 11
12.9595 80.3416 12
10.7893 80.3859 13
8.60069 80.4131 14
6.67294 80.3464 15
4.98593 80.1994 16
3.70274 79.8315 17
3.03344 78.9878 18
2.6034 78.4178 19
0 14
36 84 4
34.0729 84.1291 5
31.9753 83.6488 6
29.5238 83.1621 7
26.7487 82.2589 8
23.7493 81.3732 9
21.1226 80.547 10
19.0427 80.43 11
16.9322 80.326 12
14.757 80.3751 13
12.559 80.4037 14
10.6321 80.3353 15
8.93557 80.1729 16
7.61398 79.7964 17
0 16
168 84 4
165.947 84.0799 5
163.581 83.5224 6
160.887 82.9585 7
157.907 82.1315 8
154.788 81.4128 9
151.888 80.6675 10
149.629 80.3833 11
147.312 79.9993 12
144.918 79.9082 13
142.388 79.7293 14
140.211 79.3665 15
138.165 78.906 16
136.397 78.6166 17
135.299 77.9019 18
134.371 77.4504 19
0 16
32 88 4
30.0838 88.1186 5
27.9924 87.6512 6
25.5557 87.1637 7
22.8048 86.2585 8
19.8104 85.3542 9
17.1902 84.5216 10
15.1109 84.4001 11
12.9929 84.2969 12
10.821 84.3485 13
8.62719 84.3867 14
6.69984 84.3216 15
5.01308 84.1808 16
3.72038 83.7907 17
3.0473 82.9291 18
2.63951 82.33 19
0 11
24 92 4
22.0822 92.0908 5
19.9927 91.6388 6
17.5736 91.1558 7
14.8714 90.2491 8
11.885 89.3331 9
9.27021 88.4937 10
7.18852 88.3682 11
5.0594 88.2667 12
2.88042 88.3332 13
0.687068 88.3864 14
0 14
28 92 4
26.0824 92.0965 5
23.994 91.6386 6
21.5719 91.1468 7
18.8607 90.2368 8
15.8718 89.3204 9
13.2555 88.4807 10
11.1742 88.3558 11
9.04575 88.2543 12
6.86887 88.316 13
4.67261 88.3675 14
2.74203 88.3077 15
1.05493 88.18 16
-0.230142 87.7726 17
0 16
32 92 4
30.1357 92.2369 5
28.0491 91.7716 6
25.6218 91.2667 7
22.8986 90.3447 8
19.9067 89.4274 9
17.2891 88.5842 10
15.2078 88.4587 11
13.0807 88.3599 12
10.9065 88.4212 13
8.70544 88.4775 14
6.77845 88.4167 15
5.09005 88.285 16
3.77772 87.869 17
3.1036 86.99 18
2.71709 86.3648 19
0 4
152 92 4
149.946 92.0865 5
147.604 91.5177 6
144.931 90.9217 7
0 5
156 92 4
153.944 92.0762 5
151.588 91.5127 6
148.898 90.9352 7
146.049 89.9899 8
0 10
28 96 4
26.0994 96.1171 5
24.0159 95.6625 6
21.6014 95.1547 7
18.9109 94.2291 8
15.923 93.3008 9
13.3127 92.4411 10
11.2279 92.3105 11
9.09096 92.2162 12
6.90723 92.3012 13
1 16
136 100 4
135.305 102.524 5
134.373 101.397 6
133.354 98.3558 7
132.086 94.49 8
130.527 91.2102 9
129.079 88.9272 10
127.853 88.6146 11
126.083 90.1031 12
123.748 93.3607 13
120.429 96.1565 14
118.045 96.3283 15
116.184 94.743 16
114.678 93.3702 17
114.202 91.6179 18
114.406 89.6541 19
1 16
80 112 4
79.975 114.946 5
78.8552 113.823 6
77.7019 110.92 7
76.6154 107.12 8
74.7978 103.693 9
72.9492 101.104 10
71.2699 101.173 11
69.3245 103.057 12
66.7078 106.596 13
63.7803 110.473 14
61.7751 112.366 15
59.9436 112.362 16
58.9789 111.377 17
59.2657 109.704 18
60.4889 107.959 19
1 15
144 112 4
143.403 113.829 5
142.463 112.7 6
141.442 109.906 7
140.267 106.73 8
138.717 103.816 9
137.441 101.589 10
136.503 101.234 11
135.119 102.217 12
132.893 104.989 13
129.8 107.637 14
127.383 107.926 15
125.432 107.379 16
123.78 106.5 17
122.753 105.562 18
1 15
144 120 4
143.377 121.616 5
142.458 120.471 6
141.41 117.795 7
140.307 114.82 8
138.762 112.002 9
137.565 109.771 10
136.707 109.423 11
135.527 110.363 12
133.406 112.796 13
130.523 115.393 14
128.028 115.867 15
126.066 115.394 16
124.529 114.584 17
123.525 113.671 18
0 9
20 124 4
18.1364 124.061 5
16.0259 123.718 6
13.6103 123.206 7
11.0542 122.225 8
8.08838 121.252 9
5.54053 120.256 10
3.26514 119.993 11
0.619238 120.779 12
0 8
20 128 4
18.1357 128.055 5
16.0164 127.74 6
13.5929 127.23 7
11.0417 126.247 8
8.07897 125.272 9
5.53042 124.272 10
3.24987 124.007 11
0 7
16 4 5
13.9373 3.91851 6
11.6448 3.82143 7
8.86707 3.3876 8
5.88339 3.06118 9
3.16208 2.64072 10
1.10547 2.57732 11
0 9
20 4 5
17.9324 3.91456 6
15.5894 3.80293 7
12.809 3.3823 8
9.83213 3.08762 9
7.11121 2.6852 10
5.05308 2.61957 11
2.99882 2.54604 12
0.879877 2.55099 13
0 15
152 4 5
149.603 3.6707 6
146.977 3.33691 7
143.975 2.84366 8
140.861 2.307 9
137.953 1.73271 10
135.769 1.604 11
133.514 1.38631 12
131.051 1.43923 13
128.58 1.4161 14
126.523 1.26195 15
124.497 1.15406 16
122.732 1.08032 17
121.641 0.740338 18
120.731 0.611272 19
0 15
52 8 5
49.8269 7.785 6
47.3094 7.52671 7
44.4332 6.92002 8
41.4444 6.52982 9
38.6897 5.96623 10
36.5655 5.83213 11
34.4855 5.72934 12
32.2243 5.7478 13
29.9978 5.74056 14
28.0566 5.64954 15
26.3105 5.54073 16
24.9346 5.42154 17
24.1358 5.06183 18
23.5506 4.84068 19
0 15
80 8 5
77.7701 7.70541 6
75.1994 7.36601 7
72.3528 6.73972 8
69.3155 6.2558 9
66.5394 5.68122 10
64.3125 5.48003 11
62.1983 5.39854 12
59.851 5.47227 13
57.57 5.49362 14
55.5799 5.37498 15
53.7038 5.25876 16
52.232 5.12252 17
51.3204 4.75084 18
50.6438 4.50593 19
0 9
20 16 5
17.9184 15.8784 6
15.5528 15.6736 7
12.7258 14.9916 8
9.75082 14.4756 9
7.0601 13.9072 10
5.00016 13.8268 11
2.93811 13.7389 12
0.805577 13.7469 13
0 15
60 16 5
57.8197 15.7256 6
55.2809 15.433 7
52.4095 14.6849 8
49.4048 14.1814 9
46.6482 13.535 10
44.4932 13.3931 11
42.4023 13.2923 12
40.108 13.3364 13
37.8589 13.3318 14
35.9065 13.2353 15
34.0586 13.1138 16
32.667 12.9578 17
31.8383 12.5523 18
31.241 12.2827 19
0 15
160 16 5
157.588 15.6113 6
154.965 15.2523 7
151.956 14.7288 8
148.843 14.0995 9
145.904 13.4413 10
143.72 13.2904 11
141.478 13.0386 12
139.011 13.0922 13
136.539 13.0435 14
134.48 12.8623 15
132.443 12.7217 16
130.645 12.6333 17
129.522 12.2291 18
128.607 12.0812 19
0 15
164 16 5
161.585 15.6137 6
158.963 15.2534 7
155.953 14.7341 8
152.841 14.104 9
149.893 13.4417 10
147.711 13.2943 11
145.474 13.0399 12
143.005 13.0963 13
140.536 13.0486 14
138.482 12.8685 15
136.444 12.7261 16
134.635 12.6384 17
133.499 12.245 18
132.582 12.0994 19
0 9
84 20 5
81.8568 19.6243 6
79.3705 19.0194 7
76.6077 18.152 8
73.5835 17.4079 9
70.8279 16.4708 10
68.5841 16.2117 11
66.4063 16.3006 12
63.9584 16.664 13
0 15
72 24 5
69.8262 23.6651 6
67.272 23.3035 7
64.4287 22.5204 8
61.4249 21.9484 9
58.6645 21.2117 10
56.4951 21.0549 11
54.3889 20.9656 12
52.0532 21.0638 13
49.7739 21.083 14
47.8037 20.9822 15
45.9339 20.8496 16
44.5069 20.6224 17
43.6165 20.0763 18
42.9945 19.6824 19
0 15
160 24 5
157.585 23.5834 6
154.961 23.2144 7
151.963 22.6539 8
148.853 22.0038 9
145.909 21.3358 10
143.728 21.1564 11
141.481 20.8902 12
139.019 20.9373 13
136.54 20.8711 14
134.475 20.6762 15
132.431 20.4985 16
130.631 20.3901 17
129.508 19.9474 18
128.598 19.7743 19
0 15
72 28 5
69.8372 27.6552 6
67.2912 27.2621 7
64.4428 26.4521 8
61.4422 25.8492 9
58.689 25.079 10
56.5292 24.9301 11
54.425 24.8429 12
52.0851 24.9523 13
49.7982 24.9758 14
47.8346 24.8783 15
45.9563 24.7282 16
44.5272 24.4724 17
43.6297 23.8504 18
43.0403 23.3833 19
0 11
76 32 5
73.9059 31.61 6
71.3943 31.1189 7
68.5548 30.2586 8
65.5887 29.4538 9
62.8645 28.6322 10
60.7234 28.4917 11
58.6157 28.4118 12
56.2621 28.5449 13
53.9329 28.6112 14
51.8397 28.4958 15
0 15
164 32 5
161.583 31.5733 6
158.959 31.1858 7
155.975 30.5794 8
152.861 29.9129 9
149.915 29.2382 10
147.733 29.0349 11
145.481 28.7521 12
143.017 28.7962 13
140.53 28.7212 14
138.454 28.4912 15
136.4 28.2957 16
134.602 28.1741 17
133.469 27.7124 18
132.557 27.4846 19
0 15
168 32 5
165.584 31.5733 6
162.964 31.1889 7
159.979 30.5832 8
156.866 29.9183 9
153.918 29.2425 10
151.74 29.0387 11
149.49 28.7553 12
147.025 28.8006 13
144.54 28.7273 14
142.466 28.4925 15
140.411 28.3006 16
138.612 28.1775 17
137.469 27.7176 18
136.554 27.4894 19
0 15
72 36 5
69.8703 35.6374 6
67.3422 35.1945 7
64.4798 34.3419 8
61.4792 33.5642 9
58.7444 32.7456 10
56.6207 32.6241 11
54.5282 32.5352 12
52.18 32.668 13
49.864 32.712 14
47.9063 32.6177 15
45.9826 32.4184 16
44.5653 32.1288 17
43.7203 31.4227 18
43.1533 30.9225 19
1 15
100 36 5
100.366 34.4503 6
99.542 30.6697 7
97.9587 25.8638 8
95.7871 21.8524 9
93.1488 19.2776 10
90.7363 18.7158 11
87.6583 19.7811 12
83.9006 21.971 13
79.6983 23.4887 14
75.8843 23.1998 15
72.3622 22.3635 16
70.198 20.7907 17
68.9781 18.6882 18
68.3667 16.5792 19
1 8
120 36 5
120.124 34.5899 6
119.293 31.7854 7
117.628 27.741 8
115.452 24.3215 9
113.012 21.6457 10
110.704 21.1459 11
107.97 21.403 12
0 15
168 36 5
165.585 35.5702 6
162.958 35.1657 7
159.974 34.5562 8
156.857 33.886 9
153.91 33.2072 10
151.725 32.9918 11
149.467 32.7009 12
147.002 32.7417 13
144.511 32.6622 14
142.433 32.4185 15
140.372 32.2157 16
138.577 32.0839 17
137.433 31.6164 18
136.516 31.3773 19
1 14
120 40 5
120.22 38.5226 6
119.429 35.1786 7
117.817 30.7081 8
115.611 26.9736 9
113.261 24.2716 10
110.984 23.7696 11
108.231 24.2979 12
104.661 26.2674 13
100.818 27.7421 14
97.1849 27.3166 15
93.7824 26.3777 16
91.9002 24.7345 17
90.917 22.6113 18
0 15
168 44 5
165.587 43.563 6
162.954 43.138 7
159.969 42.4573 8
156.846 41.7772 9
153.913 41.0759 10
151.703 40.8483 11
149.431 40.5436 12
146.969 40.5721 13
144.458 40.4578 14
142.373 40.1973 15
140.295 39.9662 16
138.507 39.8128 17
137.355 39.2898 18
136.438 39.0382 19
0 15
168 48 5
165.588 47.558 6
162.952 47.1269 7
159.962 46.4075 8
156.839 45.7234 9
153.909 45.0114 10
151.686 44.7787 11
149.403 44.4675 12
146.97 44.4395 13
144.455 44.3178 14
142.364 44.0489 15
140.277 43.8006 16
138.492 43.6404 17
137.341 43.0853 18
136.428 42.8139 19
0 15
168 52 5
165.59 51.547 6
162.95 51.1079 7
159.961 50.3704 8
156.836 49.6802 9
153.909 48.9665 10
151.677 48.7249 11
149.379 48.4051 12
146.964 48.3378 13
144.44 48.2062 14
142.343 47.9254 15
140.254 47.6458 16
138.471 47.4783 17
137.329 46.8901 18
136.419 46.5965 19
0 15
168 56 5
165.595 55.5272 6
162.953 55.0808 7
159.964 54.3367 8
156.84 53.6438 9
153.915 52.93 10
151.678 52.6833 11
149.366 52.3518 12
146.962 52.2693 13
144.437 52.1302 14
142.335 51.8368 15
140.247 51.533 16
138.474 51.3499 17
137.336 50.7483 18
136.432 50.4262 19
0 15
48 68 5
45.8841 67.4777 6
43.3896 67.0005 7
40.541 66.1106 8
37.5395 65.2503 9
34.8279 64.4452 10
32.7418 64.3428 11
30.6526 64.2382 12
28.4414 64.2919 13
26.2181 64.3049 14
24.2915 64.2262 15
22.5225 64.0106 16
21.1498 63.6724 17
20.4132 62.931 18
19.8626 62.4028 19
0 15
68 68 5
65.9181 67.3969 6
63.3926 66.8305 7
60.5137 65.9133 8
57.5123 65.0413 9
54.7994 64.2005 10
52.705 64.1067 11
50.6096 64.027 12
48.3273 64.2698 13
46.0163 64.3851 14
44.0724 64.3064 15
42.2247 64.0519 16
40.743 63.5773 17
39.9262 62.7997 18
39.3572 62.2268 19
0 15
168 68 5
165.606 67.4911 6
162.953 67.0238 7
159.975 66.2151 8
156.852 65.5067 9
153.938 64.7708 10
151.689 64.5203 11
149.361 64.1824 12
146.963 64.0994 13
144.441 63.9426 14
142.313 63.6247 15
140.24 63.2363 16
138.479 63.014 17
137.347 62.3813 18
136.431 62.0169 19
0 12
36 72 5
33.886 71.53 6
31.416 71.0869 7
28.6034 70.2091 8
25.6045 69.3413 9
22.9476 68.5452 10
20.8651 68.4375 11
18.7697 68.3276 12
16.5905 68.3654 13
14.3955 68.3676 14
12.4686 68.2953 15
10.7509 68.1192 16
0 15
56 72 5
53.9008 71.4221 6
51.3878 70.8843 7
48.5191 69.9745 8
45.5159 69.1127 9
42.7902 68.2872 10
40.7028 68.1877 11
38.6148 68.1001 12
36.3844 68.1861 13
34.1249 68.2399 14
32.195 68.1603 15
30.3955 67.9201 16
28.991 67.5408 17
28.2152 66.7668 18
27.6538 66.2179 19
0 15
60 72 5
57.911 71.4044 6
55.3872 70.8587 7
52.5159 69.9483 8
49.5133 69.0852 9
46.7841 68.2539 10
44.6946 68.157 11
42.6052 68.0762 12
40.3616 68.2298 13
38.0889 68.2984 14
36.1571 68.2189 15
34.3415 67.9705 16
32.9192 67.5721 17
32.125 66.7938 18
31.5616 66.2403 19
0 15
64 72 5
61.9153 71.3993 6
59.3829 70.8448 7
56.5087 69.9266 8
53.4992 69.0376 9
50.7677 68.1965 10
48.6763 68.1025 11
46.584 68.043 12
44.3149 68.3324 13
42.0249 68.4362 14
40.0895 68.3573 15
38.257 68.101 16
36.8135 67.6784 17
36.0105 66.8948 18
35.4449 66.3377 19
0 7
68 72 5
65.9186 71.3963 6
63.3729 70.7718 7
60.4846 69.8009 8
57.4595 68.7999 9
54.7539 67.9078 10
52.6617 67.8165 11
0 7
72 72 5
69.9286 71.3904 6
67.3786 70.5683 7
64.4578 69.4656 8
61.429 68.1679 9
58.8365 67.2587 10
56.7431 67.1686 11
0 15
56 76 5
53.905 75.4214 6
51.3936 74.8736 7
48.5276 73.9575 8
45.4952 73.0141 9
42.7635 72.1733 10
40.6796 72.0744 11
38.5957 72.0048 12
36.3762 72.3385 13
34.1167 72.4086 14
32.1888 72.3316 15
30.3941 72.0833 16
28.9849 71.6846 17
28.216 70.8949 18
27.6544 70.3401 19
0 7
60 76 5
57.9131 75.4033 6
55.3917 74.8445 7
52.5217 73.9129 8
49.483 72.8611 9
46.6936 71.8895 10
44.6389 71.8544 11
1 15
120 76 5
119.609 74.8117 6
118.564 71.3583 7
117.224 66.9644 8
115.455 63.1363 9
113.308 60.6843 10
111.266 60.3594 11
108.649 61.3452 12
105.291 63.6995 13
101.445 65.7195 14
98.0952 65.5969 15
95.1329 64.6227 16
93.1327 63.2186 17
92.1792 61.2943 18
91.7484 59.5725 19
1 15
68 80 5
65.9248 79.4024 6
63.2721 78.3601 7
60.2429 76.2982 8
56.989 73.4368 9
54.2504 71.9969 10
52.3276 72.1793 11
50.2752 73.5146 12
47.7475 76.841 13
44.8503 80.5744 14
42.9901 81.7777 15
41.1073 81.4889 16
39.6742 80.9817 17
38.903 79.4663 18
38.5458 77.6997 19
1 15
120 80 5
119.39 78.8314 6
118.343 75.4184 7
117.006 71.1287 8
115.32 67.4443 9
113.285 65.2002 10
111.284 64.8906 11
108.791 65.9605 12
105.452 68.3477 13
101.642 70.4428 14
98.386 70.3356 15
95.5045 69.3621 16
93.5502 67.9803 17
92.6208 66.061 18
92.2053 64.3348 19
0 15
168 80 5
165.633 79.4447 6
162.941 78.8903 7
159.961 78.0684 8
156.84 77.3521 9
153.933 76.6097 10
151.673 76.3403 11
149.347 75.9717 12
146.951 75.8838 13
144.424 75.7095 14
142.257 75.3544 15
140.209 74.9025 16
138.439 74.6277 17
137.335 73.936 18
136.403 73.5048 19
0 7
44 84 5
41.9026 83.4884 6
39.4232 82.9514 7
36.6121 82.0162 8
33.545 80.8445 9
30.9015 79.9491 10
28.8191 79.8375 11
0 8
40 88 5
37.9058 87.4964 6
35.436 86.9585 7
32.6512 85.9638 8
29.518 84.6609 9
26.9477 83.7915 10
24.8659 83.6742 11
22.7513 83.8158 12
1 15
56 88 5
54.0399 87.4009 6
51.7448 84.9041 7
49.1694 81.7694 8
45.8787 79.251 9
42.8679 77.6019 10
40.8166 77.5557 11
38.7603 79.3787 12
36.146 82.5578 13
33.1549 86.5248 14
31.1355 88.3998 15
29.2929 88.1531 16
27.7508 87.3434 17
27.0476 86.0425 18
26.5568 84.6981 19
0 15
168 88 5
165.634 87.4423 6
162.94 86.8764 7
159.962 86.048 8
156.844 85.3297 9
153.947 84.5832 10
151.687 84.2883 11
149.375 83.8843 12
146.988 83.7852 13
144.458 83.5977 14
142.273 83.2155 15
140.231 82.7451 16
138.459 82.4402 17
137.359 81.7166 18
136.426 81.2539 19
1 5
48 92 5
46.1361 91.4571 6
43.9844 88.9748 7
41.6492 85.4231 8
38.4862 82.13 9
0 15
168 92 5
165.634 91.4423 6
162.942 90.8717 7
159.965 90.0422 8
156.852 89.3245 9
153.957 88.5777 10
151.702 88.2715 11
149.396 87.8541 12
147.033 87.7486 13
144.503 87.5567 14
142.314 87.1618 15
140.276 86.6814 16
138.5 86.3627 17
137.395 85.6277 18
136.465 85.1381 19
0 15
32 96 5
29.9195 95.5349 6
27.5023 95.0086 7
24.8268 93.9884 8
21.8359 93.0536 9
19.2272 92.1731 10
17.1438 92.0449 11
15.0042 91.9651 12
12.8097 92.1043 13
10.5667 92.2657 14
8.63524 92.242 15
6.93974 92.1241 16
5.6017 91.679 17
4.91951 90.7756 18
4.55636 90.1065 19
0 8
36 96 5
33.9639 95.5236 6
31.5508 94.9161 7
28.9178 93.3517 8
25.871 92.0771 9
23.2614 91.0146 10
21.1806 90.8904 11
19.0392 91.0057 12
0 15
168 96 5
165.632 95.4429 6
162.943 94.8669 7
159.968 94.0347 8
156.863 93.3172 9
153.97 92.57 10
151.744 92.2273 11
149.444 91.8005 12
147.092 91.6934 13
144.575 91.4775 14
142.383 91.0785 15
140.348 90.5865 16
138.565 90.2436 17
137.457 89.5021 18
136.523 88.979 19
0 15
28 100 5
25.9235 99.5465 6
23.5174 99.0179 7
20.8551 98.0751 8
17.8724 97.1337 9
15.2734 96.2431 10
13.1803 96.0985 11
11.022 96.0229 12
8.82139 96.1621 13
6.54397 96.3869 14
4.5685 96.4255 15
2.87236 96.321 16
1.53961 95.8552 17
0.877652 94.9268 18
0.59096 94.2268 19
0 8
32 100 5
29.9636 99.5267 6
27.5602 98.9836 7
24.9385 97.7582 8
21.9558 96.8113 9
19.3612 95.8676 10
17.2736 95.7299 11
15.1175 95.6674 12
0 15
168 100 5
165.63 99.4436 6
162.943 98.8629 7
159.97 98.029 8
156.868 97.3121 9
153.977 96.5635 10
151.767 96.2175 11
149.473 95.7866 12
147.139 95.6832 13
144.654 95.4366 14
142.459 95.0342 15
140.427 94.534 16
138.643 94.1834 17
137.532 93.4404 18
136.595 92.9102 19
0 8
28 104 5
25.9358 103.553 6
23.534 103.018 7
20.8927 102.069 8
17.9147 101.122 9
15.3229 100.214 10
13.2062 100.037 11
11.036 99.9686 12
0 8
24 108 5
21.917 107.578 6
19.5192 107.047 7
16.891 106.098 8
13.9142 105.146 9
11.3364 104.219 10
9.16564 104.004 11
6.97932 103.95 12
0 8
28 108 5
25.9643 107.563 6
23.5676 107.027 7
20.9401 106.066 8
17.9668 105.113 9
15.3859 104.171 10
13.2318 103.961 11
11.0343 103.934 12
0 7
168 136 5
165.572 135.445 6
162.913 134.818 7
159.989 133.839 8
156.899 133.045 9
154.017 132.24 10
151.9 131.954 11
0 14
56 4 6
53.4595 3.75493 7
50.5889 3.16915 8
47.5853 2.78236 9
44.8201 2.23628 10
42.6725 2.11167 11
40.5839 2.01666 12
38.297 2.03931 13
36.0591 2.03595 14
34.1093 1.94536 15
32.2633 1.8441 16
30.871 1.73247 17
30.0519 1.38204 18
29.4522 1.17391 19
0 14
68 4 6
65.4336 3.73199 7
62.5788 3.13078 8
59.5526 2.71614 9
56.7799 2.18175 10
54.5784 2.03583 11
52.4692 1.95263 12
50.1456 2.00459 13
47.8802 2.01223 14
45.9032 1.91635 15
44.0372 1.81866 16
42.5996 1.6991 17
41.7244 1.3524 18
41.0761 1.14241 19
0 14
168 4 6
165.381 3.66344 7
162.369 3.18618 8
159.26 2.6594 9
156.316 2.09778 10
154.153 1.99705 11
151.955 1.80554 12
149.48 1.86277 13
147.03 1.84038 14
144.981 1.699 15
142.938 1.60576 16
141.112 1.5338 17
139.974 1.24188 18
139.055 1.11979 19
0 8
100 12 6
97.4218 11.6443 7
94.5615 10.8081 8
91.8313 8.22088 9
89.0664 6.00114 10
86.6922 5.65275 11
84.084 6.78831 12
81.0364 8.70604 13
1 9
96 20 6
94.3361 17.1754 7
92.1218 13.6932 8
89.3689 10.633 9
86.61 8.41691 10
84.2461 8.00866 11
81.673 9.22984 12
78.5515 11.5337 13
74.9243 13.5298 14
1 9
100 20 6
98.152 17.6545 7
95.9237 13.946 8
93.3442 10.6872 9
90.5883 8.41319 10
88.1929 8.06987 11
85.5072 9.25223 12
82.2047 11.41 13
78.525 13.2713 14
0 14
168 20 6
165.383 19.6326 7
162.381 19.0831 8
159.273 18.4335 9
156.32 17.7657 10
154.147 17.6091 11
151.911 17.3457 12
149.441 17.4002 13
146.972 17.3454 14
144.914 17.1588 15
142.861 16.9996 16
141.047 16.9017 17
139.901 16.481 18
138.984 16.329 19
0 14
168 24 6
165.383 23.6298 7
162.386 23.0607 8
159.278 22.4031 9
156.326 21.7326 10
154.154 21.5588 11
151.913 21.2875 12
149.445 21.3398 13
146.968 21.273 14
144.906 21.077 15
142.851 20.905 16
141.041 20.7978 17
139.895 20.3573 18
138.978 20.1936 19
1 14
80 36 6
78.8513 32.9584 7
77.1075 28.7986 8
74.8045 25.2574 9
72.2732 23.6246 10
70.0471 23.3642 11
67.4091 24.155 12
64.3649 25.8388 13
60.7405 27.4953 14
57.2714 27.4403 15
54.0662 26.8594 16
52.1022 25.4819 17
